"Plot Title: 20674247_Ptown"
#,Date Time,High Range (μS/cm) LGR S/N: 20674247,  #20674247,Temp (°C) LGR S/N: 20674247,  #20674247
1,12/04/22 02:00:00 PM,0.0,31.34
2,12/04/22 02:15:00 PM,0.0,31.14
3,12/04/22 02:30:00 PM,0.0,30.88
4,12/04/22 02:45:00 PM,0.0,30.62
5,12/04/22 03:00:00 PM,0.0,30.41
6,12/04/22 03:15:00 PM,0.0,30.15
7,12/04/22 03:30:00 PM,0.0,29.91
8,12/04/22 03:45:00 PM,0.0,29.63
9,12/04/22 04:00:00 PM,0.0,29.39
10,12/04/22 04:15:00 PM,0.0,29.17
11,12/04/22 04:30:00 PM,0.0,29.04
12,12/04/22 04:45:00 PM,0.0,28.85
13,12/04/22 05:00:00 PM,0.0,28.68
14,12/04/22 05:15:00 PM,0.0,28.52
15,12/04/22 05:30:00 PM,0.0,28.36
16,12/04/22 05:45:00 PM,0.0,28.23
17,12/04/22 06:00:00 PM,0.0,28.13
18,12/04/22 06:15:00 PM,0.0,28.01
19,12/04/22 06:30:00 PM,0.0,27.91
20,12/04/22 06:45:00 PM,0.0,27.80
21,12/04/22 07:00:00 PM,0.0,27.73
22,12/04/22 07:15:00 PM,0.0,27.65
23,12/04/22 07:30:00 PM,0.0,27.59
24,12/04/22 07:45:00 PM,0.0,27.54
25,12/04/22 08:00:00 PM,0.0,27.48
26,12/04/22 08:15:00 PM,0.0,27.43
27,12/04/22 08:30:00 PM,0.0,27.39
28,12/04/22 08:45:00 PM,0.0,27.35
29,12/04/22 09:00:00 PM,0.0,27.37
30,12/04/22 09:15:00 PM,0.0,27.42
31,12/04/22 09:30:00 PM,0.0,27.47
32,12/04/22 09:45:00 PM,0.0,27.54
33,12/04/22 10:00:00 PM,0.0,27.60
34,12/04/22 10:15:00 PM,0.0,27.66
35,12/04/22 10:30:00 PM,0.0,27.74
36,12/04/22 10:45:00 PM,0.0,27.82
37,12/04/22 11:00:00 PM,0.0,27.90
38,12/04/22 11:15:00 PM,0.0,27.97
39,12/04/22 11:30:00 PM,0.0,28.02
40,12/04/22 11:45:00 PM,0.0,28.08
41,12/05/22 12:00:00 AM,0.0,28.16
42,12/05/22 12:15:00 AM,0.0,28.25
43,12/05/22 12:30:00 AM,0.0,28.36
44,12/05/22 12:45:00 AM,0.0,28.46
45,12/05/22 01:00:00 AM,0.0,28.58
46,12/05/22 01:15:00 AM,0.0,28.72
47,12/05/22 01:30:00 AM,0.0,28.84
48,12/05/22 01:45:00 AM,0.0,28.95
49,12/05/22 02:00:00 AM,0.0,29.04
50,12/05/22 02:15:00 AM,0.0,29.13
51,12/05/22 02:30:00 AM,0.0,29.20
52,12/05/22 02:45:00 AM,0.0,29.26
53,12/05/22 03:00:00 AM,0.0,29.34
54,12/05/22 03:15:00 AM,0.0,29.39
55,12/05/22 03:30:00 AM,0.0,29.43
56,12/05/22 03:45:00 AM,0.0,29.48
57,12/05/22 04:00:00 AM,0.0,29.52
58,12/05/22 04:15:00 AM,0.0,29.56
59,12/05/22 04:30:00 AM,0.0,29.60
60,12/05/22 04:45:00 AM,0.0,29.62
61,12/05/22 05:00:00 AM,0.0,29.65
62,12/05/22 05:15:00 AM,0.0,29.68
63,12/05/22 05:30:00 AM,0.0,29.71
64,12/05/22 05:45:00 AM,0.0,29.74
65,12/05/22 06:00:00 AM,0.0,29.77
66,12/05/22 06:15:00 AM,0.0,29.81
67,12/05/22 06:30:00 AM,0.0,29.82
68,12/05/22 06:45:00 AM,0.0,29.86
69,12/05/22 07:00:00 AM,0.0,29.87
70,12/05/22 07:15:00 AM,0.0,29.89
71,12/05/22 07:30:00 AM,0.0,29.92
72,12/05/22 07:45:00 AM,0.0,29.94
73,12/05/22 08:00:00 AM,0.0,29.99
74,12/05/22 08:15:00 AM,0.0,30.12
75,12/05/22 08:30:00 AM,0.0,30.25
76,12/05/22 08:45:00 AM,0.0,30.46
77,12/05/22 09:00:00 AM,0.0,30.71
78,12/05/22 09:15:00 AM,0.0,30.95
79,12/05/22 09:30:00 AM,0.0,31.18
80,12/05/22 09:45:00 AM,0.0,31.39
81,12/05/22 10:00:00 AM,0.0,31.59
82,12/05/22 10:15:00 AM,0.0,31.73
83,12/05/22 10:30:00 AM,0.0,31.77
84,12/05/22 10:45:00 AM,0.0,31.75
85,12/05/22 11:00:00 AM,0.0,31.76
86,12/05/22 11:15:00 AM,0.0,31.81
87,12/05/22 11:30:00 AM,0.0,31.87
88,12/05/22 11:45:00 AM,0.0,31.87
89,12/05/22 12:00:00 PM,0.0,31.80
90,12/05/22 12:15:00 PM,0.0,31.75
91,12/05/22 12:30:00 PM,0.0,31.68
92,12/05/22 12:45:00 PM,0.0,31.55
93,12/05/22 01:00:00 PM,0.0,31.40
94,12/05/22 01:15:00 PM,0.0,31.28
95,12/05/22 01:30:00 PM,0.0,31.27
96,12/05/22 01:45:00 PM,0.0,31.09
97,12/05/22 02:00:00 PM,0.0,30.93
98,12/05/22 02:15:00 PM,0.0,30.77
99,12/05/22 02:30:00 PM,0.0,30.57
100,12/05/22 02:45:00 PM,0.0,30.38
101,12/05/22 03:00:00 PM,0.0,30.21
102,12/05/22 03:15:00 PM,0.0,30.05
103,12/05/22 03:30:00 PM,0.0,29.89
104,12/05/22 03:45:00 PM,0.0,29.78
105,12/05/22 04:00:00 PM,0.0,29.66
106,12/05/22 04:15:00 PM,0.0,29.55
107,12/05/22 04:30:00 PM,0.0,29.43
108,12/05/22 04:45:00 PM,0.0,29.34
109,12/05/22 05:00:00 PM,0.0,29.21
110,12/05/22 05:15:00 PM,0.0,29.13
111,12/05/22 05:30:00 PM,0.0,29.05
112,12/05/22 05:45:00 PM,0.0,28.98
113,12/05/22 06:00:00 PM,0.0,28.93
114,12/05/22 06:15:00 PM,0.0,28.87
115,12/05/22 06:30:00 PM,0.0,28.82
116,12/05/22 06:45:00 PM,0.0,28.77
117,12/05/22 07:00:00 PM,0.0,28.70
118,12/05/22 07:15:00 PM,0.0,28.64
119,12/05/22 07:30:00 PM,0.0,28.58
120,12/05/22 07:45:00 PM,0.0,28.52
121,12/05/22 08:00:00 PM,0.0,28.46
122,12/05/22 08:15:00 PM,0.0,28.39
123,12/05/22 08:30:00 PM,0.0,28.33
124,12/05/22 08:45:00 PM,0.0,28.27
125,12/05/22 09:00:00 PM,0.0,28.21
126,12/05/22 09:15:00 PM,0.0,28.17
127,12/05/22 09:30:00 PM,0.0,28.13
128,12/05/22 09:45:00 PM,0.0,28.10
129,12/05/22 10:00:00 PM,0.0,28.08
130,12/05/22 10:15:00 PM,0.0,28.08
131,12/05/22 10:30:00 PM,0.0,28.10
132,12/05/22 10:45:00 PM,0.0,28.13
133,12/05/22 11:00:00 PM,0.0,28.18
134,12/05/22 11:15:00 PM,0.0,28.22
135,12/05/22 11:30:00 PM,0.0,28.26
136,12/05/22 11:45:00 PM,0.0,28.31
137,12/06/22 12:00:00 AM,0.0,28.38
138,12/06/22 12:15:00 AM,0.0,28.47
139,12/06/22 12:30:00 AM,0.0,28.57
