"Plot Title: 20674248_Eel"
#,Date Time,High Range (μS/cm) LGR S/N: 20674248,  #20674248,Temp (°C) LGR S/N: 20674248,  #20674248,Specific Conductance (μS/cm) LGR S/N: 20674248,Salinity (ppt) LGR S/N: 20674248
1,09/26/22 06:00:00 AM,0.0,20.69,0.0,0.0123
2,09/26/22 06:15:00 AM,0.0,20.64,0.0,0.0123
3,09/26/22 06:30:00 AM,0.0,20.64,0.0,0.0123
4,09/26/22 06:45:00 AM,0.0,20.65,0.0,0.0123
5,09/26/22 07:00:00 AM,0.0,20.64,0.0,0.0123
6,09/26/22 07:15:00 AM,0.0,20.62,0.0,0.0123
7,09/26/22 07:30:00 AM,0.0,20.60,0.0,0.0123
8,09/26/22 07:45:00 AM,0.0,20.57,0.0,0.0123
9,09/26/22 08:00:00 AM,0.0,20.57,0.0,0.0123
10,09/26/22 08:15:00 AM,0.0,20.59,0.0,0.0123
11,09/26/22 08:30:00 AM,0.0,20.64,0.0,0.0123
12,09/26/22 08:45:00 AM,0.0,20.69,0.0,0.0123
13,09/26/22 09:00:00 AM,0.0,21.80,0.0,0.0123
14,09/26/22 09:15:00 AM,0.0,22.60,0.0,0.0123
15,09/26/22 09:30:00 AM,0.0,25.16,0.0,0.0123
16,09/26/22 09:45:00 AM,0.0,27.20,0.0,0.0123
17,09/26/22 10:00:00 AM,0.0,28.94,0.0,0.0123
18,09/26/22 10:15:00 AM,0.0,28.72,0.0,0.0123
19,09/26/22 10:30:00 AM,0.0,27.51,0.0,0.0123
20,09/26/22 10:45:00 AM,0.0,27.55,0.0,0.0123
21,09/26/22 11:00:00 AM,0.0,25.93,0.0,0.0123
22,09/26/22 11:15:00 AM,0.0,24.83,0.0,0.0123
23,09/26/22 11:30:00 AM,0.0,24.09,0.0,0.0123
24,09/26/22 11:45:00 AM,0.0,23.73,0.0,0.0123
25,09/26/22 12:00:00 PM,0.0,24.42,0.0,0.0123
26,09/26/22 12:15:00 PM,0.0,24.66,0.0,0.0123
27,09/26/22 12:30:00 PM,0.0,24.78,0.0,0.0123
28,09/26/22 12:45:00 PM,0.0,24.85,0.0,0.0123
29,09/26/22 01:00:00 PM,0.0,24.91,0.0,0.0123
30,09/26/22 01:15:00 PM,0.0,24.93,0.0,0.0123
31,09/26/22 01:30:00 PM,0.0,24.84,0.0,0.0123
32,09/26/22 01:45:00 PM,0.0,24.72,0.0,0.0123
33,09/26/22 02:00:00 PM,0.0,24.57,0.0,0.0123
34,09/26/22 02:15:00 PM,0.0,24.42,0.0,0.0123
35,09/26/22 02:30:00 PM,0.0,24.33,0.0,0.0123
36,09/26/22 02:45:00 PM,0.0,24.24,0.0,0.0123
37,09/26/22 03:00:00 PM,0.0,24.18,0.0,0.0123
38,09/26/22 03:15:00 PM,0.0,24.13,0.0,0.0123
39,09/26/22 03:30:00 PM,0.0,24.11,0.0,0.0123
40,09/26/22 03:45:00 PM,0.0,24.08,0.0,0.0123
